epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,5151.02,1.00516,0.95556,1.19951,0.7945,0.65104,0.72306,0.51447,1.01783,0.92155,1.1446,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,5207.72,0.98455,0.93577,1.19151,0.80059,0.64751,0.72396,0.51554,1.01452,0.91958,1.14248,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,5264.37,0.99663,0.93665,1.19137,0.79629,0.65308,0.72318,0.51597,1.01349,0.92142,1.14173,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,5321.15,0.9896,0.92199,1.18732,0.78826,0.6568,0.7228,0.51606,1.01353,0.91888,1.14172,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,5377.77,0.98644,0.91776,1.18595,0.78483,0.66417,0.72486,0.5183,1.01065,0.9182,1.14029,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,5434.44,0.98332,0.91665,1.18339,0.78701,0.66212,0.72519,0.51955,1.01064,0.91705,1.14051,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,5491.09,0.98142,0.91002,1.17972,0.79433,0.65781,0.72702,0.5211,1.00727,0.91387,1.13767,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,5547.66,0.96869,0.88984,1.1772,0.80258,0.65652,0.72898,0.52371,1.00448,0.91546,1.1355,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,5604.31,0.96532,0.89168,1.1725,0.80711,0.65734,0.72938,0.52463,1.00195,0.91344,1.13377,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,5660.95,0.97038,0.8754,1.1728,0.79845,0.66449,0.73075,0.52617,0.9998,0.91209,1.13262,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,5717.6,0.96305,0.87722,1.1651,0.80007,0.66976,0.73203,0.52816,0.99733,0.90729,1.13067,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,5774.19,0.95778,0.86441,1.16349,0.80605,0.66627,0.73355,0.53035,0.9956,0.90379,1.13012,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,5830.81,0.96126,0.86436,1.16393,0.80475,0.66967,0.73424,0.53204,0.994,0.89952,1.12894,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,5887.49,0.95208,0.85896,1.15845,0.8069,0.6728,0.73574,0.53371,0.99072,0.89843,1.12703,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,5944.12,0.93435,0.84684,1.15417,0.80714,0.6749,0.7356,0.53513,0.98755,0.89949,1.12551,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,6000.71,0.93951,0.83754,1.15613,0.8056,0.67529,0.73537,0.53575,0.98548,0.90129,1.12447,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,6057.39,0.94544,0.83647,1.1552,0.80966,0.67646,0.73672,0.53671,0.98366,0.902,1.12316,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,6113.97,0.93697,0.83189,1.15201,0.80654,0.67782,0.73748,0.53834,0.98089,0.90007,1.12124,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,6170.54,0.93273,0.8218,1.15157,0.81164,0.67552,0.73838,0.53913,0.97813,0.89979,1.11932,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,6227.05,0.92304,0.81472,1.14726,0.81779,0.67293,0.73942,0.54056,0.97572,0.89691,1.11771,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,6283.61,0.92556,0.81215,1.14072,0.8114,0.67737,0.7398,0.54155,0.97367,0.89404,1.11678,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
