epoch,train_loss,val_loss,lr
1,3.726,4.21534,0.00999023
2,3.63133,4.2017,0.00996097
3,3.55093,4.20596,0.00991232
4,3.45058,4.26559,0.00984449
5,3.3853,4.28202,0.00975773
6,3.30061,4.25466,0.00965239
7,3.21739,4.31313,0.00952889
8,3.15981,4.3261,0.00938772
9,3.0957,4.34429,0.00922942
10,3.01791,4.43859,0.00905463
11,2.94473,4.40615,0.00886404
12,2.8942,4.4874,0.00865839
