epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
136,22835.7,0.80519,0.66191,1.11233,0.84836,0.71828,0.782,0.62332,0.96699,1.05025,1.18599,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,23003,0.79628,0.64919,1.10688,0.85053,0.71818,0.7818,0.62339,0.96594,1.05191,1.18593,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,23170.4,0.80009,0.65316,1.10425,0.85158,0.71701,0.78203,0.62407,0.96468,1.05348,1.18533,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,23338.1,0.7893,0.64807,1.10779,0.85952,0.71211,0.7822,0.62478,0.96403,1.05297,1.18534,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,23506,0.79149,0.64391,1.10356,0.86015,0.71152,0.78247,0.62539,0.96377,1.05296,1.1853,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,23680.1,0.69997,0.40718,1.02674,0.85886,0.71303,0.78271,0.62567,0.96328,1.0538,1.18463,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,23847.2,0.68895,0.39001,1.01619,0.86146,0.71284,0.78269,0.62585,0.96232,1.05522,1.18373,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,24014.3,0.67235,0.38036,1.01614,0.86358,0.7107,0.78203,0.62581,0.96222,1.05512,1.1837,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,24181.3,0.67322,0.37871,1.00905,0.86075,0.71217,0.7817,0.62567,0.9608,1.05688,1.18258,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,24348.3,0.66393,0.3736,1.00294,0.85972,0.71193,0.78125,0.62596,0.95985,1.05955,1.1822,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,24515.2,0.66148,0.36464,1.00192,0.86481,0.71017,0.78139,0.62629,0.95934,1.06123,1.182,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,24682.2,0.6569,0.36399,1.0037,0.86364,0.71114,0.78128,0.62644,0.95871,1.06226,1.182,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,24849.1,0.65805,0.35931,0.99873,0.8645,0.70954,0.78105,0.62649,0.95812,1.06194,1.18205,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,25015.9,0.65186,0.35919,0.99798,0.86355,0.71062,0.78112,0.62659,0.95721,1.06366,1.18145,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,25182.8,0.64766,0.35912,0.99513,0.86225,0.71215,0.78126,0.62692,0.95642,1.06618,1.18118,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
