epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
89,14967.1,0.99785,0.97522,1.24594,0.81603,0.69075,0.76415,0.5775,1.04238,1.03807,1.22697,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,15134.6,1.00202,0.95532,1.23645,0.80685,0.69805,0.76436,0.57882,1.03961,1.04463,1.22571,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,15302.2,0.97987,0.95251,1.23729,0.80676,0.70363,0.7655,0.58077,1.03882,1.03885,1.22575,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,15469.8,1.00706,0.94529,1.23043,0.81765,0.69828,0.76729,0.58302,1.0336,1.03898,1.21969,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,15637.3,0.98106,0.94122,1.23831,0.82694,0.69592,0.7668,0.58383,1.02837,1.04053,1.21742,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,15804.8,0.99248,0.94274,1.23094,0.82556,0.69793,0.76726,0.58496,1.03136,1.0424,1.21688,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,15972.4,0.97654,0.92164,1.22319,0.8287,0.69607,0.7681,0.58647,1.03027,1.04426,1.21851,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,16140.2,0.96579,0.90905,1.21902,0.83017,0.69707,0.76966,0.58954,1.02655,1.04156,1.21626,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,16308.3,0.96748,0.89612,1.22007,0.83318,0.69523,0.77243,0.59247,1.02305,1.04192,1.21338,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,16475.9,0.96742,0.90116,1.21719,0.83265,0.69726,0.77198,0.5934,1.01958,1.04332,1.21024,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,16643.4,0.95917,0.8845,1.21111,0.83695,0.69719,0.77366,0.59512,1.01579,1.04692,1.20755,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,16810.8,0.97052,0.88431,1.21667,0.83213,0.70245,0.77372,0.59628,1.0147,1.04867,1.20781,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,16978.2,0.95603,0.86818,1.20873,0.83069,0.70537,0.77426,0.59727,1.01264,1.04873,1.20583,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,17146.1,0.95076,0.86879,1.20188,0.82864,0.70441,0.77347,0.59823,1.01471,1.04478,1.20566,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,17313.4,0.95085,0.8629,1.20056,0.8342,0.70615,0.77407,0.5993,1.00967,1.04547,1.20422,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,17480.7,0.94797,0.85992,1.20173,0.83921,0.70051,0.77467,0.6011,1.00809,1.04135,1.20273,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,17647.9,0.92449,0.83357,1.19693,0.84835,0.69881,0.77537,0.60216,1.00513,1.04271,1.2016,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,17815.4,0.93848,0.8449,1.19863,0.84345,0.70404,0.77636,0.60326,1.0034,1.04064,1.20162,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,17982.8,0.92967,0.81801,1.18635,0.85388,0.69616,0.77592,0.60391,1.00291,1.0374,1.2028,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
